# H0=6.9330e+01 Om0=2.8800e-01 Ob0=4.7200e-02 Ol0=7.1200e-01 | N=2000
# redshift scafa dcom[Mpc] vcom[Mpc3] tlook[Myr] efunc
1.00461810e-01 9.08709408e-01 4.24785487e+02 3.21068441e+08 1.32068933e+03 1.04680991e+00
1.01391839e-01 9.07942082e-01 4.28626375e+02 3.29856679e+08 1.33206820e+03 1.04727500e+00
1.02330478e-01 9.07168966e-01 4.32501090e+02 3.38883347e+08 1.34353755e+03 1.04774498e+00
1.03277806e-01 9.06390027e-01 4.36409912e+02 3.48154833e+08 1.35509797e+03 1.04821991e+00
1.04233904e-01 9.05605231e-01 4.40353125e+02 3.57677693e+08 1.36675004e+03 1.04869984e+00
1.05198853e-01 9.04814547e-01 4.44331011e+02 3.67458656e+08 1.37849435e+03 1.04918483e+00
1.06172735e-01 9.04017942e-01 4.48343857e+02 3.77504628e+08 1.39033148e+03 1.04967495e+00
1.07155633e-01 9.03215384e-01 4.52391952e+02 3.87822694e+08 1.40226204e+03 1.05017025e+00
1.08147630e-01 9.02406839e-01 4.56475585e+02 3.98420129e+08 1.41428661e+03 1.05067079e+00
1.09148811e-01 9.01592275e-01 4.60595050e+02 4.09304395e+08 1.42640578e+03 1.05117663e+00
1.10159260e-01 9.00771660e-01 4.64750640e+02 4.20483151e+08 1.43862015e+03 1.05168783e+00
1.11179064e-01 8.99944962e-01 4.68942651e+02 4.31964257e+08 1.45093031e+03 1.05220446e+00
1.12208308e-01 8.99112147e-01 4.73171382e+02 4.43755778e+08 1.46333685e+03 1.05272657e+00
1.13247080e-01 8.98273185e-01 4.77437134e+02 4.55865990e+08 1.47584038e+03 1.05325423e+00
1.14295469e-01 8.97428041e-01 4.81740208e+02 4.68303385e+08 1.48844149e+03 1.05378751e+00
1.15353564e-01 8.96576684e-01 4.86080909e+02 4.81076677e+08 1.50114078e+03 1.05432647e+00
1.16421453e-01 8.95719083e-01 4.90459544e+02 4.94194808e+08 1.51393884e+03 1.05487118e+00
1.17499229e-01 8.94855203e-01 4.94876420e+02 5.07666951e+08 1.52683627e+03 1.05542170e+00
1.18586983e-01 8.93985015e-01 4.99331849e+02 5.21502520e+08 1.53983369e+03 1.05597811e+00
1.19684806e-01 8.93108484e-01 5.03826142e+02 5.35711172e+08 1.55293167e+03 1.05654046e+00
1.20792792e-01 8.92225581e-01 5.08359615e+02 5.50302817e+08 1.56613083e+03 1.05710884e+00
1.21911036e-01 8.91336272e-01 5.12932585e+02 5.65287622e+08 1.57943177e+03 1.05768331e+00
1.23039632e-01 8.90440526e-01 5.17545369e+02 5.80676017e+08 1.59283509e+03 1.05826394e+00
1.24178676e-01 8.89538311e-01 5.22198289e+02 5.96478703e+08 1.60634138e+03 1.05885081e+00
1.25328264e-01 8.88629595e-01 5.26891667e+02 6.12706659e+08 1.61995126e+03 1.05944399e+00
1.26488495e-01 8.87714348e-01 5.31625829e+02 6.29371146e+08 1.63366532e+03 1.06004355e+00
1.27659467e-01 8.86792537e-01 5.36401102e+02 6.46483720e+08 1.64748416e+03 1.06064957e+00
1.28841279e-01 8.85864132e-01 5.41217814e+02 6.64056233e+08 1.66140839e+03 1.06126212e+00
1.30034032e-01 8.84929101e-01 5.46076296e+02 6.82100842e+08 1.67543861e+03 1.06188129e+00
1.31237827e-01 8.83987413e-01 5.50976883e+02 7.00630022e+08 1.68957541e+03 1.06250715e+00
1.32452766e-01 8.83039037e-01 5.55919909e+02 7.19656564e+08 1.70381940e+03 1.06313979e+00
1.33678952e-01 8.82083943e-01 5.60905711e+02 7.39193593e+08 1.71817118e+03 1.06377927e+00
1.34916490e-01 8.81122099e-01 5.65934629e+02 7.59254570e+08 1.73263135e+03 1.06442569e+00
1.36165484e-01 8.80153476e-01 5.71007004e+02 7.79853301e+08 1.74720051e+03 1.06507912e+00
1.37426041e-01 8.79178043e-01 5.76123180e+02 8.01003948e+08 1.76187926e+03 1.06573965e+00
1.38698267e-01 8.78195769e-01 5.81283502e+02 8.22721035e+08 1.77666819e+03 1.06640737e+00
1.39982271e-01 8.77206624e-01 5.86488319e+02 8.45019459e+08 1.79156791e+03 1.06708236e+00
1.41278162e-01 8.76210579e-01 5.91737980e+02 8.67914499e+08 1.80657900e+03 1.06776471e+00
1.42586050e-01 8.75207605e-01 5.97032836e+02 8.91421824e+08 1.82170207e+03 1.06845450e+00
1.43906046e-01 8.74197670e-01 6.02373243e+02 9.15557503e+08 1.83693770e+03 1.06915183e+00
1.45238261e-01 8.73180747e-01 6.07759554e+02 9.40338015e+08 1.85228649e+03 1.06985679e+00
1.46582810e-01 8.72156805e-01 6.13192129e+02 9.65780261e+08 1.86774904e+03 1.07056946e+00
1.47939805e-01 8.71125816e-01 6.18671328e+02 9.91901570e+08 1.88332593e+03 1.07128995e+00
1.49309363e-01 8.70087752e-01 6.24197513e+02 1.01871971e+09 1.89901774e+03 1.07201834e+00
1.50691600e-01 8.69042583e-01 6.29771047e+02 1.04625291e+09 1.91482508e+03 1.07275474e+00
1.52086633e-01 8.67990281e-01 6.35392297e+02 1.07451986e+09 1.93074851e+03 1.07349923e+00
1.53494581e-01 8.66930818e-01 6.41061631e+02 1.10353970e+09 1.94678863e+03 1.07425192e+00
1.54915562e-01 8.65864166e-01 6.46779420e+02 1.13333209e+09 1.96294601e+03 1.07501291e+00
1.56349699e-01 8.64790298e-01 6.52546035e+02 1.16391717e+09 1.97922124e+03 1.07578230e+00
1.57797112e-01 8.63709185e-01 6.58361851e+02 1.19531558e+09 1.99561490e+03 1.07656019e+00
1.59257924e-01 8.62620802e-01 6.64227244e+02 1.22754851e+09 2.01212754e+03 1.07734668e+00
1.60732260e-01 8.61525120e-01 6.70142592e+02 1.26063765e+09 2.02875976e+03 1.07814188e+00
1.62220245e-01 8.60422114e-01 6.76108276e+02 1.29460525e+09 2.04551212e+03 1.07894590e+00
1.63722005e-01 8.59311757e-01 6.82124677e+02 1.32947414e+09 2.06238517e+03 1.07975884e+00
1.65237667e-01 8.58194022e-01 6.88192180e+02 1.36526768e+09 2.07937950e+03 1.08058081e+00
1.66767361e-01 8.57068884e-01 6.94311171e+02 1.40200986e+09 2.09649566e+03 1.08141193e+00
1.68311216e-01 8.55936318e-01 7.00482038e+02 1.43972524e+09 2.11373421e+03 1.08225230e+00
1.69869363e-01 8.54796298e-01 7.06705171e+02 1.47843902e+09 2.13109570e+03 1.08310205e+00
1.71441935e-01 8.53648799e-01 7.12980961e+02 1.51817700e+09 2.14858068e+03 1.08396128e+00
1.73029064e-01 8.52493796e-01 7.19309804e+02 1.55896566e+09 2.16618971e+03 1.08483012e+00
1.74630887e-01 8.51331266e-01 7.25692093e+02 1.60083210e+09 2.18392333e+03 1.08570868e+00
1.76247539e-01 8.50161184e-01 7.32128228e+02 1.64380412e+09 2.20178207e+03 1.08659708e+00
1.77879157e-01 8.48983526e-01 7.38618606e+02 1.68791021e+09 2.21976648e+03 1.08749545e+00
1.79525880e-01 8.47798270e-01 7.45163631e+02 1.73317956e+09 2.23787709e+03 1.08840391e+00
1.81187847e-01 8.46605392e-01 7.51763704e+02 1.77964209e+09 2.25611443e+03 1.08932258e+00
1.82865200e-01 8.45404869e-01 7.58419230e+02 1.82732846e+09 2.27447901e+03 1.09025159e+00
1.84558081e-01 8.44196680e-01 7.65130617e+02 1.87627007e+09 2.29297137e+03 1.09119107e+00
1.86266634e-01 8.42980803e-01 7.71898272e+02 1.92649913e+09 2.31159202e+03 1.09214115e+00
1.87991005e-01 8.41757215e-01 7.78722607e+02 1.97804860e+09 2.33034147e+03 1.09310197e+00
1.89731338e-01 8.40525897e-01 7.85604033e+02 2.03095229e+09 2.34922022e+03 1.09407365e+00
1.91487783e-01 8.39286826e-01 7.92542963e+02 2.08524483e+09 2.36822878e+03 1.09505634e+00
1.93260488e-01 8.38039984e-01 7.99539814e+02 2.14096168e+09 2.38736764e+03 1.09605017e+00
1.95049604e-01 8.36785349e-01 8.06595001e+02 2.19813918e+09 2.40663729e+03 1.09705528e+00
1.96855283e-01 8.35522903e-01 8.13708945e+02 2.25681459e+09 2.42603822e+03 1.09807182e+00
1.98677677e-01 8.34252626e-01 8.20882065e+02 2.31702602e+09 2.44557090e+03 1.09909992e+00
2.00516943e-01 8.32974500e-01 8.28114783e+02 2.37881255e+09 2.46523582e+03 1.10013974e+00
2.02373236e-01 8.31688506e-01 8.35407523e+02 2.44221421e+09 2.48503343e+03 1.10119141e+00
2.04246714e-01 8.30394626e-01 8.42760710e+02 2.50727199e+09 2.50496420e+03 1.10225510e+00
2.06137535e-01 8.29092845e-01 8.50174770e+02 2.57402788e+09 2.52502858e+03 1.10333096e+00
2.08045861e-01 8.27783143e-01 8.57650131e+02 2.64252488e+09 2.54522703e+03 1.10441913e+00
2.09971853e-01 8.26465506e-01 8.65187224e+02 2.71280703e+09 2.56555998e+03 1.10551977e+00
2.11915675e-01 8.25139918e-01 8.72786478e+02 2.78491944e+09 2.58602787e+03 1.10663305e+00
2.13877492e-01 8.23806362e-01 8.80448327e+02 2.85890831e+09 2.60663112e+03 1.10775912e+00
2.15857471e-01 8.22464824e-01 8.88173204e+02 2.93482094e+09 2.62737017e+03 1.10889814e+00
2.17855779e-01 8.21115289e-01 8.95961544e+02 3.01270576e+09 2.64824541e+03 1.11005029e+00
2.19872587e-01 8.19757744e-01 9.03813784e+02 3.09261238e+09 2.66925726e+03 1.11121573e+00
2.21908065e-01 8.18392176e-01 9.11730361e+02 3.17459159e+09 2.69040611e+03 1.11239462e+00
2.23962387e-01 8.17018571e-01 9.19711714e+02 3.25869537e+09 2.71169236e+03 1.11358715e+00
2.26035727e-01 8.15636917e-01 9.27758284e+02 3.34497697e+09 2.73311638e+03 1.11479348e+00
2.28128261e-01 8.14247202e-01 9.35870511e+02 3.43349088e+09 2.75467856e+03 1.11601379e+00
2.30240166e-01 8.12849415e-01 9.44048837e+02 3.52429290e+09 2.77637925e+03 1.11724827e+00
2.32371623e-01 8.11443546e-01 9.52293707e+02 3.61744014e+09 2.79821881e+03 1.11849709e+00
2.34522812e-01 8.10029584e-01 9.60605565e+02 3.71299106e+09 2.82019759e+03 1.11976044e+00
2.36693915e-01 8.08607520e-01 9.68984856e+02 3.81100552e+09 2.84231593e+03 1.12103850e+00
2.38885118e-01 8.07177345e-01 9.77432026e+02 3.91154476e+09 2.86457415e+03 1.12233147e+00
2.41096605e-01 8.05739050e-01 9.85947523e+02 4.01467146e+09 2.88697258e+03 1.12363954e+00
2.43328566e-01 8.04292628e-01 9.94531796e+02 4.12044979e+09 2.90951153e+03 1.12496291e+00
2.45581189e-01 8.02838072e-01 1.00318529e+03 4.22894540e+09 2.93219129e+03 1.12630177e+00
2.47854666e-01 8.01375374e-01 1.01190846e+03 4.34022548e+09 2.95501216e+03 1.12765632e+00
2.50149189e-01 7.99904530e-01 1.02070176e+03 4.45435879e+09 2.97797442e+03 1.12902676e+00
2.52464954e-01 7.98425534e-01 1.02956563e+03 4.57141567e+09 3.00107833e+03 1.13041331e+00
2.54802158e-01 7.96938381e-01 1.03850052e+03 4.69146810e+09 3.02432416e+03 1.13181617e+00
2.57160998e-01 7.95443067e-01 1.04750690e+03 4.81458972e+09 3.04771215e+03 1.13323556e+00
2.59541675e-01 7.93939589e-01 1.05658521e+03 4.94085588e+09 3.07124254e+03 1.13467169e+00
2.61944392e-01 7.92427944e-01 1.06573590e+03 5.07034364e+09 3.09491555e+03 1.13612477e+00
2.64369351e-01 7.90908131e-01 1.07495943e+03 5.20313186e+09 3.11873140e+03 1.13759504e+00
2.66816760e-01 7.89380147e-01 1.08425626e+03 5.33930117e+09 3.14269029e+03 1.13908271e+00
2.69286826e-01 7.87843992e-01 1.09362683e+03 5.47893408e+09 3.16679240e+03 1.14058802e+00
2.71779759e-01 7.86299666e-01 1.10307160e+03 5.62211493e+09 3.19103793e+03 1.14211118e+00
2.74295770e-01 7.84747171e-01 1.11259103e+03 5.76893003e+09 3.21542703e+03 1.14365245e+00
2.76835073e-01 7.83186507e-01 1.12218557e+03 5.91946760e+09 3.23995985e+03 1.14521205e+00
2.79397883e-01 7.81617676e-01 1.13185567e+03 6.07381788e+09 3.26463654e+03 1.14679023e+00
2.81984419e-01 7.80040681e-01 1.14160180e+03 6.23207315e+09 3.28945722e+03 1.14838723e+00
2.84594900e-01 7.78455527e-01 1.15142440e+03 6.39432773e+09 3.31442200e+03 1.15000330e+00
2.87229548e-01 7.76862217e-01 1.16132392e+03 6.56067809e+09 3.33953099e+03 1.15163869e+00
2.89888586e-01 7.75260756e-01 1.17130084e+03 6.73122284e+09 3.36478428e+03 1.15329366e+00
2.92572240e-01 7.73651150e-01 1.18135558e+03 6.90606278e+09 3.39018193e+03 1.15496846e+00
2.95280738e-01 7.72033406e-01 1.19148862e+03 7.08530097e+09 3.41572400e+03 1.15666335e+00
2.98014310e-01 7.70407531e-01 1.20170040e+03 7.26904275e+09 3.44141054e+03 1.15837861e+00
3.00773188e-01 7.68773533e-01 1.21199137e+03 7.45739576e+09 3.46724158e+03 1.16011450e+00
3.03557607e-01 7.67131421e-01 1.22236199e+03 7.65047006e+09 3.49321713e+03 1.16187129e+00
3.06367803e-01 7.65481205e-01 1.23281271e+03 7.84837807e+09 3.51933718e+03 1.16364927e+00
3.09204014e-01 7.63822895e-01 1.24334397e+03 8.05123472e+09 3.54560174e+03 1.16544872e+00
3.12066481e-01 7.62156502e-01 1.25395623e+03 8.25915743e+09 3.57201076e+03 1.16726991e+00
3.14955448e-01 7.60482039e-01 1.26464994e+03 8.47226617e+09 3.59856419e+03 1.16911314e+00
3.17871159e-01 7.58799518e-01 1.27542554e+03 8.69068351e+09 3.62526198e+03 1.17097870e+00
3.20813863e-01 7.57108952e-01 1.28628347e+03 8.91453468e+09 3.65210405e+03 1.17286690e+00
3.23783809e-01 7.55410357e-01 1.29722419e+03 9.14394760e+09 3.67909029e+03 1.17477802e+00
3.26781249e-01 7.53703748e-01 1.30824814e+03 9.37905294e+09 3.70622061e+03 1.17671239e+00
3.29806438e-01 7.51989140e-01 1.31935576e+03 9.61998417e+09 3.73349486e+03 1.17867030e+00
3.32859633e-01 7.50266551e-01 1.33054748e+03 9.86687760e+09 3.76091291e+03 1.18065207e+00
3.35941094e-01 7.48535998e-01 1.34182376e+03 1.01198724e+10 3.78847459e+03 1.18265803e+00
3.39051080e-01 7.46797501e-01 1.35318502e+03 1.03791108e+10 3.81617972e+03 1.18468850e+00
3.42189858e-01 7.45051078e-01 1.36463170e+03 1.06447379e+10 3.84402810e+03 1.18674380e+00
3.45357693e-01 7.43296749e-01 1.37616423e+03 1.09169019e+10 3.87201952e+03 1.18882427e+00
3.48554854e-01 7.41534537e-01 1.38778306e+03 1.11957542e+10 3.90015375e+03 1.19093025e+00
3.51781614e-01 7.39764463e-01 1.39948860e+03 1.14814491e+10 3.92843052e+03 1.19306207e+00
3.55038245e-01 7.37986551e-01 1.41128129e+03 1.17741444e+10 3.95684957e+03 1.19522009e+00
3.58325024e-01 7.36200823e-01 1.42316154e+03 1.20740010e+10 3.98541062e+03 1.19740466e+00
3.61642231e-01 7.34407304e-01 1.43512979e+03 1.23811831e+10 4.01411335e+03 1.19961614e+00
3.64990147e-01 7.32606021e-01 1.44718645e+03 1.26958585e+10 4.04295743e+03 1.20185488e+00
3.68369056e-01 7.30796999e-01 1.45933194e+03 1.30181981e+10 4.07194252e+03 1.20412126e+00
3.71779246e-01 7.28980266e-01 1.47156668e+03 1.33483764e+10 4.10106825e+03 1.20641565e+00
3.75221006e-01 7.27155850e-01 1.48389107e+03 1.36865716e+10 4.13033423e+03 1.20873842e+00
3.78694628e-01 7.25323781e-01 1.49630553e+03 1.40329654e+10 4.15974006e+03 1.21108997e+00
3.82200407e-01 7.23484087e-01 1.50881047e+03 1.43877430e+10 4.18928532e+03 1.21347067e+00
3.85738641e-01 7.21636801e-01 1.52140627e+03 1.47510936e+10 4.21896955e+03 1.21588093e+00
3.89309631e-01 7.19781953e-01 1.53409336e+03 1.51232098e+10 4.24879229e+03 1.21832113e+00
3.92913679e-01 7.17919578e-01 1.54687211e+03 1.55042885e+10 4.27875306e+03 1.22079170e+00
3.96551091e-01 7.16049707e-01 1.55974293e+03 1.58945299e+10 4.30885133e+03 1.22329304e+00
4.00222178e-01 7.14172376e-01 1.57270621e+03 1.62941387e+10 4.33908659e+03 1.22582556e+00
4.03927249e-01 7.12287621e-01 1.58576232e+03 1.67033233e+10 4.36945828e+03 1.22838969e+00
4.07666620e-01 7.10395477e-01 1.59891165e+03 1.71222962e+10 4.39996584e+03 1.23098586e+00
4.11440608e-01 7.08495982e-01 1.61215457e+03 1.75512740e+10 4.43060866e+03 1.23361450e+00
4.15249535e-01 7.06589174e-01 1.62549147e+03 1.79904776e+10 4.46138613e+03 1.23627605e+00
4.19093722e-01 7.04675092e-01 1.63892270e+03 1.84401319e+10 4.49229761e+03 1.23897097e+00
4.22973498e-01 7.02753777e-01 1.65244864e+03 1.89004664e+10 4.52334245e+03 1.24169970e+00
4.26889190e-01 7.00825269e-01 1.66606964e+03 1.93717146e+10 4.55451996e+03 1.24446270e+00
4.30841132e-01 6.98889609e-01 1.67978606e+03 1.98541148e+10 4.58582944e+03 1.24726044e+00
4.34829660e-01 6.96946842e-01 1.69359825e+03 2.03479095e+10 4.61727017e+03 1.25009339e+00
4.38855111e-01 6.94997010e-01 1.70750655e+03 2.08533458e+10 4.64884138e+03 1.25296203e+00
4.42917828e-01 6.93040158e-01 1.72151130e+03 2.13706753e+10 4.68054232e+03 1.25586685e+00
4.47018156e-01 6.91076332e-01 1.73561285e+03 2.19001545e+10 4.71237219e+03 1.25880834e+00
4.51156443e-01 6.89105579e-01 1.74981151e+03 2.24420444e+10 4.74433017e+03 1.26178700e+00
4.55333040e-01 6.87127944e-01 1.76410762e+03 2.29966108e+10 4.77641542e+03 1.26480333e+00
4.59548302e-01 6.85143478e-01 1.77850148e+03 2.35641243e+10 4.80862708e+03 1.26785785e+00
4.63802587e-01 6.83152229e-01 1.79299343e+03 2.41448605e+10 4.84096425e+03 1.27095108e+00
4.68096256e-01 6.81154247e-01 1.80758375e+03 2.47390999e+10 4.87342603e+03 1.27408355e+00
4.72429674e-01 6.79149584e-01 1.82227275e+03 2.53471278e+10 4.90601149e+03 1.27725580e+00
4.76803209e-01 6.77138290e-01 1.83706074e+03 2.59692349e+10 4.93871967e+03 1.28046836e+00
4.81217232e-01 6.75120420e-01 1.85194798e+03 2.66057167e+10 4.97154958e+03 1.28372178e+00
4.85672118e-01 6.73096027e-01 1.86693478e+03 2.72568741e+10 5.00450022e+03 1.28701663e+00
4.90168245e-01 6.71065166e-01 1.88202140e+03 2.79230130e+10 5.03757056e+03 1.29035347e+00
4.94705995e-01 6.69027891e-01 1.89720810e+03 2.86044448e+10 5.07075956e+03 1.29373287e+00
4.99285754e-01 6.66984261e-01 1.91249516e+03 2.93014861e+10 5.10406613e+03 1.29715541e+00
5.03907910e-01 6.64934331e-01 1.92788283e+03 3.00144588e+10 5.13748917e+03 1.30062169e+00
5.08572856e-01 6.62878161e-01 1.94337135e+03 3.07436905e+10 5.17102756e+03 1.30413230e+00
5.13280987e-01 6.60815809e-01 1.95896097e+03 3.14895141e+10 5.20468015e+03 1.30768785e+00
5.18032705e-01 6.58747336e-01 1.97465192e+03 3.22522681e+10 5.23844577e+03 1.31128895e+00
5.22828411e-01 6.56672802e-01 1.99044441e+03 3.30322965e+10 5.27232322e+03 1.31493622e+00
5.27668514e-01 6.54592270e-01 2.00633868e+03 3.38299491e+10 5.30631129e+03 1.31863029e+00
5.32553424e-01 6.52505801e-01 2.02233492e+03 3.46455812e+10 5.34040872e+03 1.32237181e+00
5.37483557e-01 6.50413460e-01 2.03843334e+03 3.54795541e+10 5.37461425e+03 1.32616142e+00
5.42459330e-01 6.48315311e-01 2.05463414e+03 3.63322345e+10 5.40892658e+03 1.32999978e+00
5.47481167e-01 6.46211418e-01 2.07093749e+03 3.72039953e+10 5.44334440e+03 1.33388755e+00
5.52549494e-01 6.44101849e-01 2.08734358e+03 3.80952151e+10 5.47786638e+03 1.33782542e+00
5.57664741e-01 6.41986670e-01 2.10385257e+03 3.90062783e+10 5.51249114e+03 1.34181406e+00
5.62827343e-01 6.39865949e-01 2.12046461e+03 3.99375756e+10 5.54721729e+03 1.34585417e+00
5.68037737e-01 6.37739754e-01 2.13717987e+03 4.08895033e+10 5.58204343e+03 1.34994645e+00
5.73296367e-01 6.35608154e-01 2.15399848e+03 4.18624639e+10 5.61696812e+03 1.35409162e+00
5.78603679e-01 6.33471221e-01 2.17092057e+03 4.28568661e+10 5.65198990e+03 1.35829040e+00
5.83960123e-01 6.31329025e-01 2.18794626e+03 4.38731244e+10 5.68710729e+03 1.36254352e+00
5.89366155e-01 6.29181637e-01 2.20507568e+03 4.49116597e+10 5.72231878e+03 1.36685171e+00
5.94822234e-01 6.27029131e-01 2.22230891e+03 4.59728990e+10 5.75762285e+03 1.37121575e+00
6.00328822e-01 6.24871580e-01 2.23964606e+03 4.70572754e+10 5.79301793e+03 1.37563638e+00
6.05886388e-01 6.22709058e-01 2.25708720e+03 4.81652283e+10 5.82850246e+03 1.38011438e+00
6.11495403e-01 6.20541640e-01 2.27463242e+03 4.92972033e+10 5.86407483e+03 1.38465054e+00
6.17156344e-01 6.18369401e-01 2.29228177e+03 5.04536523e+10 5.89973343e+03 1.38924564e+00
6.22869691e-01 6.16192419e-01 2.31003531e+03 5.16350335e+10 5.93547661e+03 1.39390049e+00
6.28635930e-01 6.14010769e-01 2.32789308e+03 5.28418114e+10 5.97130271e+03 1.39861590e+00
6.34455550e-01 6.11824531e-01 2.34585511e+03 5.40744569e+10 6.00721004e+03 1.40339271e+00
6.40329045e-01 6.09633782e-01 2.36392143e+03 5.53334469e+10 6.04319688e+03 1.40823175e+00
6.46256914e-01 6.07438603e-01 2.38209205e+03 5.66192652e+10 6.07926151e+03 1.41313387e+00
6.52239661e-01 6.05239073e-01 2.40036696e+03 5.79324015e+10 6.11540217e+03 1.41809992e+00
6.58277793e-01 6.03035272e-01 2.41874616e+03 5.92733521e+10 6.15161708e+03 1.42313078e+00
6.64371824e-01 6.00827283e-01 2.43722962e+03 6.06426196e+10 6.18790446e+03 1.42822732e+00
6.70522270e-01 5.98615186e-01 2.45581731e+03 6.20407130e+10 6.22426249e+03 1.43339046e+00
6.76729654e-01 5.96399066e-01 2.47450919e+03 6.34681476e+10 6.26068932e+03 1.43862108e+00
6.82994503e-01 5.94179005e-01 2.49330520e+03 6.49254453e+10 6.29718310e+03 1.44392011e+00
6.89317350e-01 5.91955088e-01 2.51220527e+03 6.64131340e+10 6.33374195e+03 1.44928849e+00
6.95698730e-01 5.89727398e-01 2.53120932e+03 6.79317482e+10 6.37036397e+03 1.45472714e+00
7.02139186e-01 5.87496022e-01 2.55031726e+03 6.94818288e+10 6.40704726e+03 1.46023703e+00
7.08639265e-01 5.85261044e-01 2.56952899e+03 7.10639228e+10 6.44378986e+03 1.46581913e+00
7.15199519e-01 5.83022552e-01 2.58884440e+03 7.26785836e+10 6.48058983e+03 1.47147441e+00
7.21820504e-01 5.80780632e-01 2.60826335e+03 7.43263709e+10 6.51744520e+03 1.47720387e+00
7.28502784e-01 5.78535371e-01 2.62778572e+03 7.60078507e+10 6.55435396e+03 1.48300851e+00
7.35246925e-01 5.76286859e-01 2.64741134e+03 7.77235952e+10 6.59131412e+03 1.48888936e+00
7.42053500e-01 5.74035183e-01 2.66714005e+03 7.94741828e+10 6.62832365e+03 1.49484745e+00
7.48923087e-01 5.71780433e-01 2.68697168e+03 8.12601980e+10 6.66538050e+03 1.50088382e+00
7.55856269e-01 5.69522698e-01 2.70690604e+03 8.30822315e+10 6.70248261e+03 1.50699954e+00
7.62853636e-01 5.67262068e-01 2.72694293e+03 8.49408800e+10 6.73962791e+03 1.51319567e+00
7.69915781e-01 5.64998635e-01 2.74708213e+03 8.68367464e+10 6.77681431e+03 1.51947331e+00
7.77043304e-01 5.62732488e-01 2.76732343e+03 8.87704394e+10 6.81403969e+03 1.52583356e+00
7.84236811e-01 5.60463720e-01 2.78766658e+03 9.07425737e+10 6.85130194e+03 1.53227754e+00
7.91496912e-01 5.58192422e-01 2.80811132e+03 9.27537699e+10 6.88859892e+03 1.53880638e+00
7.98824223e-01 5.55918687e-01 2.82865740e+03 9.48046545e+10 6.92592847e+03 1.54542121e+00
8.06219367e-01 5.53642607e-01 2.84930454e+03 9.68958596e+10 6.96328844e+03 1.55212321e+00
8.13682972e-01 5.51364277e-01 2.87005245e+03 9.90280230e+10 7.00067664e+03 1.55891356e+00
8.21215672e-01 5.49083788e-01 2.89090082e+03 1.01201788e+11 7.03809089e+03 1.56579343e+00
8.28818105e-01 5.46801236e-01 2.91184934e+03 1.03417804e+11 7.07552898e+03 1.57276404e+00
8.36490919e-01 5.44516714e-01 2.93289769e+03 1.05676726e+11 7.11298870e+03 1.57982660e+00
8.44234764e-01 5.42230317e-01 2.95404551e+03 1.07979212e+11 7.15046782e+03 1.58698237e+00
8.52050298e-01 5.39942139e-01 2.97529246e+03 1.10325929e+11 7.18796411e+03 1.59423258e+00
8.59938184e-01 5.37652277e-01 2.99663816e+03 1.12717546e+11 7.22547532e+03 1.60157852e+00
8.67899093e-01 5.35360825e-01 3.01808224e+03 1.15154740e+11 7.26299919e+03 1.60902147e+00
8.75933700e-01 5.33067880e-01 3.03962430e+03 1.17638189e+11 7.30053347e+03 1.61656272e+00
8.84042688e-01 5.30773536e-01 3.06126393e+03 1.20168581e+11 7.33807587e+03 1.62420360e+00
8.92226746e-01 5.28477891e-01 3.08300072e+03 1.22746605e+11 7.37562412e+03 1.63194545e+00
9.00486567e-01 5.26181041e-01 3.10483423e+03 1.25372955e+11 7.41317593e+03 1.63978962e+00
9.08822854e-01 5.23883082e-01 3.12676401e+03 1.28048331e+11 7.45072899e+03 1.64773748e+00
9.17236314e-01 5.21584112e-01 3.14878961e+03 1.30773438e+11 7.48828102e+03 1.65579043e+00
9.25727663e-01 5.19284227e-01 3.17091055e+03 1.33548982e+11 7.52582970e+03 1.66394985e+00
9.34297620e-01 5.16983524e-01 3.19312635e+03 1.36375678e+11 7.56337272e+03 1.67221719e+00
9.42946914e-01 5.14682101e-01 3.21543651e+03 1.39254240e+11 7.60090776e+03 1.68059388e+00
9.51676279e-01 5.12380055e-01 3.23784052e+03 1.42185389e+11 7.63843251e+03 1.68908138e+00
9.60486457e-01 5.10077484e-01 3.26033786e+03 1.45169851e+11 7.67594462e+03 1.69768118e+00
9.69378195e-01 5.07774486e-01 3.28292798e+03 1.48208351e+11 7.71344179e+03 1.70639477e+00
9.78352249e-01 5.05471157e-01 3.30561034e+03 1.51301623e+11 7.75092168e+03 1.71522367e+00
9.87409380e-01 5.03167596e-01 3.32838438e+03 1.54450399e+11 7.78838195e+03 1.72416942e+00
9.96550358e-01 5.00863901e-01 3.35124952e+03 1.57655420e+11 7.82582028e+03 1.73323356e+00
1.00577596e+00 4.98560168e-01 3.37420518e+03 1.60917425e+11 7.86323433e+03 1.74241769e+00
1.01508697e+00 4.96256497e-01 3.39725076e+03 1.64237158e+11 7.90062178e+03 1.75172340e+00
1.02448417e+00 4.93952985e-01 3.42038563e+03 1.67615366e+11 7.93798028e+03 1.76115230e+00
1.03396837e+00 4.91649730e-01 3.44360919e+03 1.71052798e+11 7.97530752e+03 1.77070603e+00
1.04354037e+00 4.89346829e-01 3.46692079e+03 1.74550206e+11 8.01260116e+03 1.78038624e+00
1.05320098e+00 4.87044380e-01 3.49031978e+03 1.78108344e+11 8.04985888e+03 1.79019463e+00
1.06295103e+00 4.84742481e-01 3.51380551e+03 1.81727967e+11 8.08707835e+03 1.80013288e+00
