# H0=6.9330e+01 Om0=2.8800e-01 Ob0=4.7200e-02 Ol0=7.1200e-01 | N=2000
# redshift scafa dcom[Mpc] vcom[Mpc3] tlook[Myr] efunc
1.00230639e-03 9.98998697e-01 4.33317219e+00 3.40805386e+02 1.41258399e+01 1.00043334e+00
1.01158528e-03 9.98989437e-01 4.37327791e+00 3.50356226e+02 1.42565157e+01 1.00043735e+00
1.02095007e-03 9.98980091e-01 4.41375476e+00 3.60174702e+02 1.43883995e+01 1.00044140e+00
1.03040155e-03 9.98970659e-01 4.45460615e+00 3.70268312e+02 1.45215024e+01 1.00044549e+00
1.03994053e-03 9.98961140e-01 4.49583556e+00 3.80644766e+02 1.46558357e+01 1.00044962e+00
1.04956782e-03 9.98951533e-01 4.53744648e+00 3.91311990e+02 1.47914107e+01 1.00045379e+00
1.05928423e-03 9.98941837e-01 4.57944243e+00 4.02278129e+02 1.49282389e+01 1.00045799e+00
1.06909059e-03 9.98932051e-01 4.62182699e+00 4.13551559e+02 1.50663319e+01 1.00046223e+00
1.07898774e-03 9.98922175e-01 4.66460374e+00 4.25140891e+02 1.52057013e+01 1.00046652e+00
1.08897650e-03 9.98912208e-01 4.70777631e+00 4.37054975e+02 1.53463590e+01 1.00047084e+00
1.09905774e-03 9.98902149e-01 4.75134837e+00 4.49302911e+02 1.54883167e+01 1.00047520e+00
1.10923231e-03 9.98891997e-01 4.79532360e+00 4.61894052e+02 1.56315865e+01 1.00047961e+00
1.11950107e-03 9.98881751e-01 4.83970574e+00 4.74838014e+02 1.57761806e+01 1.00048405e+00
1.12986489e-03 9.98871410e-01 4.88449855e+00 4.88144684e+02 1.59221110e+01 1.00048853e+00
1.14032465e-03 9.98860974e-01 4.92970583e+00 5.01824224e+02 1.60693903e+01 1.00049306e+00
1.15088125e-03 9.98850442e-01 4.97533140e+00 5.15887080e+02 1.62180307e+01 1.00049763e+00
1.16153558e-03 9.98839812e-01 5.02137915e+00 5.30343992e+02 1.63680449e+01 1.00050224e+00
1.17228853e-03 9.98829084e-01 5.06785297e+00 5.45206002e+02 1.65194456e+01 1.00050689e+00
1.18314104e-03 9.98818257e-01 5.11475680e+00 5.60484458e+02 1.66722455e+01 1.00051159e+00
1.19409401e-03 9.98807330e-01 5.16209462e+00 5.76191029e+02 1.68264575e+01 1.00051633e+00
1.20514838e-03 9.98796302e-01 5.20987045e+00 5.92337710e+02 1.69820947e+01 1.00052112e+00
1.21630508e-03 9.98785173e-01 5.25808833e+00 6.08936831e+02 1.71391702e+01 1.00052594e+00
1.22756507e-03 9.98773940e-01 5.30675236e+00 6.26001068e+02 1.72976974e+01 1.00053082e+00
1.23892930e-03 9.98762604e-01 5.35586665e+00 6.43543453e+02 1.74576894e+01 1.00053574e+00
1.25039873e-03 9.98751163e-01 5.40543538e+00 6.61577382e+02 1.76191600e+01 1.00054070e+00
1.26197434e-03 9.98739616e-01 5.45546274e+00 6.80116626e+02 1.77821228e+01 1.00054571e+00
1.27365712e-03 9.98727963e-01 5.50595298e+00 6.99175342e+02 1.79465914e+01 1.00055077e+00
1.28544804e-03 9.98716202e-01 5.55691037e+00 7.18768086e+02 1.81125798e+01 1.00055587e+00
1.29734812e-03 9.98704333e-01 5.60833924e+00 7.38909817e+02 1.82801020e+01 1.00056102e+00
1.30935837e-03 9.98692354e-01 5.66024395e+00 7.59615918e+02 1.84491721e+01 1.00056622e+00
1.32147980e-03 9.98680264e-01 5.71262889e+00 7.80902198e+02 1.86198045e+01 1.00057147e+00
1.33371345e-03 9.98668063e-01 5.76549851e+00 8.02784914e+02 1.87920135e+01 1.00057677e+00
1.34606035e-03 9.98655749e-01 5.81885729e+00 8.25280774e+02 1.89658137e+01 1.00058211e+00
1.35852155e-03 9.98643322e-01 5.87270975e+00 8.48406956e+02 1.91412197e+01 1.00058751e+00
1.37109812e-03 9.98630779e-01 5.92706046e+00 8.72181119e+02 1.93182464e+01 1.00059295e+00
1.38379111e-03 9.98618121e-01 5.98191402e+00 8.96621417e+02 1.94969087e+01 1.00059845e+00
1.39660160e-03 9.98605346e-01 6.03727508e+00 9.21746512e+02 1.96772217e+01 1.00060399e+00
1.40953069e-03 9.98592453e-01 6.09314834e+00 9.47575588e+02 1.98592006e+01 1.00060959e+00
1.42257947e-03 9.98579441e-01 6.14953853e+00 9.74128368e+02 2.00428607e+01 1.00061524e+00
1.43574906e-03 9.98566309e-01 6.20645044e+00 1.00142513e+03 2.02282176e+01 1.00062094e+00
1.44904055e-03 9.98553056e-01 6.26388888e+00 1.02948671e+03 2.04152869e+01 1.00062670e+00
1.46245510e-03 9.98539681e-01 6.32185872e+00 1.05833453e+03 2.06040844e+01 1.00063250e+00
1.47599383e-03 9.98526182e-01 6.38036488e+00 1.08799063e+03 2.07946260e+01 1.00063837e+00
1.48965790e-03 9.98512558e-01 6.43941231e+00 1.11847765e+03 2.09869278e+01 1.00064428e+00
1.50344846e-03 9.98498809e-01 6.49900602e+00 1.14981886e+03 2.11810061e+01 1.00065026e+00
1.51736669e-03 9.98484932e-01 6.55915107e+00 1.18203819e+03 2.13768771e+01 1.00065628e+00
1.53141376e-03 9.98470928e-01 6.61985254e+00 1.21516025e+03 2.15745575e+01 1.00066237e+00
1.54559088e-03 9.98456794e-01 6.68111558e+00 1.24921032e+03 2.17740639e+01 1.00066850e+00
1.55989925e-03 9.98442530e-01 6.74294539e+00 1.28421440e+03 2.19754131e+01 1.00067470e+00
1.57434007e-03 9.98428135e-01 6.80534720e+00 1.32019922e+03 2.21786221e+01 1.00068095e+00
1.58891458e-03 9.98413606e-01 6.86832630e+00 1.35719224e+03 2.23837081e+01 1.00068727e+00
1.60362401e-03 9.98398943e-01 6.93188803e+00 1.39522172e+03 2.25906884e+01 1.00069364e+00
1.61846962e-03 9.98384146e-01 6.99603778e+00 1.43431668e+03 2.27995803e+01 1.00070007e+00
1.63345266e-03 9.98369211e-01 7.06078098e+00 1.47450697e+03 2.30104016e+01 1.00070656e+00
1.64857441e-03 9.98354139e-01 7.12612311e+00 1.51582328e+03 2.32231700e+01 1.00071310e+00
1.66383615e-03 9.98338928e-01 7.19206972e+00 1.55829715e+03 2.34379034e+01 1.00071971e+00
1.67923917e-03 9.98323576e-01 7.25862639e+00 1.60196100e+03 2.36546200e+01 1.00072639e+00
1.69478479e-03 9.98308083e-01 7.32579875e+00 1.64684817e+03 2.38733380e+01 1.00073312e+00
1.71047432e-03 9.98292446e-01 7.39359252e+00 1.69299293e+03 2.40940758e+01 1.00073992e+00
1.72630910e-03 9.98276666e-01 7.46201341e+00 1.74043050e+03 2.43168521e+01 1.00074677e+00
1.74229047e-03 9.98260740e-01 7.53106724e+00 1.78919710e+03 2.45416856e+01 1.00075370e+00
1.75841978e-03 9.98244667e-01 7.60075986e+00 1.83932996e+03 2.47685954e+01 1.00076068e+00
1.77469842e-03 9.98228446e-01 7.67109716e+00 1.89086734e+03 2.49976004e+01 1.00076774e+00
1.79112775e-03 9.98212075e-01 7.74208512e+00 1.94384859e+03 2.52287201e+01 1.00077485e+00
1.80770918e-03 9.98195553e-01 7.81372973e+00 1.99831416e+03 2.54619739e+01 1.00078204e+00
1.82444412e-03 9.98178878e-01 7.88603707e+00 2.05430561e+03 2.56973813e+01 1.00078929e+00
1.84133397e-03 9.98162050e-01 7.95901327e+00 2.11186570e+03 2.59349624e+01 1.00079660e+00
1.85838019e-03 9.98145067e-01 8.03266451e+00 2.17103835e+03 2.61747371e+01 1.00080399e+00
1.87558421e-03 9.98127927e-01 8.10699703e+00 2.23186875e+03 2.64167255e+01 1.00081144e+00
1.89294750e-03 9.98110629e-01 8.18201712e+00 2.29440332e+03 2.66609482e+01 1.00081897e+00
1.91047153e-03 9.98093171e-01 8.25773115e+00 2.35868979e+03 2.69074256e+01 1.00082656e+00
1.92815779e-03 9.98075553e-01 8.33414551e+00 2.42477723e+03 2.71561785e+01 1.00083422e+00
1.94600778e-03 9.98057772e-01 8.41126669e+00 2.49271610e+03 2.74072278e+01 1.00084196e+00
1.96402302e-03 9.98039827e-01 8.48910122e+00 2.56255824e+03 2.76605947e+01 1.00084976e+00
1.98220503e-03 9.98021716e-01 8.56765569e+00 2.63435697e+03 2.79163006e+01 1.00085764e+00
2.00055537e-03 9.98003439e-01 8.64693675e+00 2.70816709e+03 2.81743669e+01 1.00086560e+00
2.01907558e-03 9.97984993e-01 8.72695112e+00 2.78404493e+03 2.84348155e+01 1.00087362e+00
2.03776725e-03 9.97966377e-01 8.80770558e+00 2.86204841e+03 2.86976681e+01 1.00088172e+00
2.05663195e-03 9.97947589e-01 8.88920696e+00 2.94223706e+03 2.89629470e+01 1.00088990e+00
2.07567129e-03 9.97928628e-01 8.97146216e+00 3.02467209e+03 2.92306744e+01 1.00089815e+00
2.09488690e-03 9.97909492e-01 9.05447817e+00 3.10941641e+03 2.95008730e+01 1.00090648e+00
2.11428039e-03 9.97890180e-01 9.13826199e+00 3.19653471e+03 2.97735653e+01 1.00091488e+00
2.13385342e-03 9.97870690e-01 9.22282073e+00 3.28609346e+03 3.00487745e+01 1.00092337e+00
2.15360764e-03 9.97851020e-01 9.30816155e+00 3.37816102e+03 3.03265236e+01 1.00093193e+00
2.17354474e-03 9.97831169e-01 9.39429168e+00 3.47280766e+03 3.06068360e+01 1.00094057e+00
2.19366641e-03 9.97811135e-01 9.48121841e+00 3.57010560e+03 3.08897354e+01 1.00094929e+00
2.21397436e-03 9.97790916e-01 9.56894909e+00 3.67012910e+03 3.11752454e+01 1.00095810e+00
2.23447030e-03 9.97770511e-01 9.65749116e+00 3.77295450e+03 3.14633901e+01 1.00096698e+00
2.25515599e-03 9.97749918e-01 9.74685212e+00 3.87866026e+03 3.17541937e+01 1.00097595e+00
2.27603318e-03 9.97729135e-01 9.83703953e+00 3.98732705e+03 3.20476808e+01 1.00098500e+00
2.29710364e-03 9.97708161e-01 9.92806102e+00 4.09903780e+03 3.23438759e+01 1.00099414e+00
2.31836916e-03 9.97686993e-01 1.00199243e+01 4.21387775e+03 3.26428041e+01 1.00100336e+00
2.33983155e-03 9.97665630e-01 1.01126372e+01 4.33193454e+03 3.29444903e+01 1.00101266e+00
2.36149262e-03 9.97644071e-01 1.02062074e+01 4.45329825e+03 3.32489600e+01 1.00102205e+00
2.38335423e-03 9.97622313e-01 1.03006431e+01 4.57806151e+03 3.35562388e+01 1.00103153e+00
2.40541821e-03 9.97600354e-01 1.03959520e+01 4.70631950e+03 3.38663525e+01 1.00104110e+00
2.42768646e-03 9.97578193e-01 1.04921424e+01 4.83817009e+03 3.41793271e+01 1.00105076e+00
2.45016086e-03 9.97555828e-01 1.05892223e+01 4.97371390e+03 3.44951890e+01 1.00106050e+00
2.47284331e-03 9.97533257e-01 1.06871999e+01 5.11305435e+03 3.48139648e+01 1.00107034e+00
2.49573575e-03 9.97510477e-01 1.07860836e+01 5.25629775e+03 3.51356811e+01 1.00108027e+00
2.51884011e-03 9.97487489e-01 1.08858818e+01 5.40355341e+03 3.54603650e+01 1.00109029e+00
2.54215836e-03 9.97464288e-01 1.09866028e+01 5.55493367e+03 3.57880438e+01 1.00110040e+00
2.56569249e-03 9.97440873e-01 1.10882552e+01 5.71055404e+03 3.61187450e+01 1.00111061e+00
2.58944448e-03 9.97417243e-01 1.11908476e+01 5.87053326e+03 3.64524964e+01 1.00112091e+00
2.61341635e-03 9.97393396e-01 1.12943887e+01 6.03499337e+03 3.67893261e+01 1.00113131e+00
2.63761015e-03 9.97369329e-01 1.13988872e+01 6.20405986e+03 3.71292622e+01 1.00114180e+00
2.66202792e-03 9.97345040e-01 1.15043520e+01 6.37786171e+03 3.74723334e+01 1.00115240e+00
2.68667174e-03 9.97320527e-01 1.16107921e+01 6.55653152e+03 3.78185684e+01 1.00116309e+00
2.71154370e-03 9.97295789e-01 1.17182163e+01 6.74020560e+03 3.81679963e+01 1.00117388e+00
2.73664592e-03 9.97270823e-01 1.18266339e+01 6.92902406e+03 3.85206465e+01 1.00118477e+00
2.76198051e-03 9.97245627e-01 1.19360540e+01 7.12313097e+03 3.88765485e+01 1.00119576e+00
2.78754965e-03 9.97220199e-01 1.20464858e+01 7.32267439e+03 3.92357322e+01 1.00120685e+00
2.81335549e-03 9.97194537e-01 1.21579386e+01 7.52780655e+03 3.95982277e+01 1.00121805e+00
2.83940023e-03 9.97168639e-01 1.22704220e+01 7.73868393e+03 3.99640654e+01 1.00122935e+00
2.86568608e-03 9.97142503e-01 1.23839454e+01 7.95546740e+03 4.03332761e+01 1.00124076e+00
2.89221527e-03 9.97116126e-01 1.24985185e+01 8.17832232e+03 4.07058908e+01 1.00125227e+00
2.91899006e-03 9.97089506e-01 1.26141509e+01 8.40741869e+03 4.10819405e+01 1.00126389e+00
2.94601272e-03 9.97062641e-01 1.27308524e+01 8.64293125e+03 4.14614570e+01 1.00127562e+00
2.97328554e-03 9.97035529e-01 1.28486329e+01 8.88503966e+03 4.18444719e+01 1.00128745e+00
3.00081084e-03 9.97008167e-01 1.29675023e+01 9.13392859e+03 4.22310175e+01 1.00129940e+00
3.02859095e-03 9.96980554e-01 1.30874707e+01 9.38978786e+03 4.26211262e+01 1.00131146e+00
3.05662824e-03 9.96952686e-01 1.32085483e+01 9.65281265e+03 4.30148305e+01 1.00132363e+00
3.08492509e-03 9.96924562e-01 1.33307453e+01 9.92320355e+03 4.34121636e+01 1.00133591e+00
3.11348389e-03 9.96896180e-01 1.34540720e+01 1.02011668e+04 4.38131587e+01 1.00134831e+00
3.14230708e-03 9.96867536e-01 1.35785388e+01 1.04869144e+04 4.42178494e+01 1.00136082e+00
3.17139710e-03 9.96838629e-01 1.37041563e+01 1.07806643e+04 4.46262696e+01 1.00137345e+00
3.20075643e-03 9.96809456e-01 1.38309351e+01 1.10826405e+04 4.50384536e+01 1.00138620e+00
3.23038755e-03 9.96780014e-01 1.39588860e+01 1.13930733e+04 4.54544358e+01 1.00139906e+00
3.26029298e-03 9.96750302e-01 1.40880197e+01 1.17121994e+04 4.58742511e+01 1.00141205e+00
3.29047526e-03 9.96720316e-01 1.42183471e+01 1.20402623e+04 4.62979347e+01 1.00142515e+00
3.32093695e-03 9.96690055e-01 1.43498794e+01 1.23775121e+04 4.67255219e+01 1.00143838e+00
3.35168064e-03 9.96659516e-01 1.44826275e+01 1.27242060e+04 4.71570487e+01 1.00145173e+00
3.38270895e-03 9.96628695e-01 1.46166028e+01 1.30806083e+04 4.75925512e+01 1.00146521e+00
3.41402450e-03 9.96597591e-01 1.47518165e+01 1.34469909e+04 4.80320657e+01 1.00147881e+00
3.44562995e-03 9.96566202e-01 1.48882801e+01 1.38236331e+04 4.84756291e+01 1.00149253e+00
3.47752800e-03 9.96534523e-01 1.50260051e+01 1.42108221e+04 4.89232784e+01 1.00150639e+00
3.50972134e-03 9.96502554e-01 1.51650032e+01 1.46088532e+04 4.93750512e+01 1.00152037e+00
3.54221271e-03 9.96470290e-01 1.53052861e+01 1.50180298e+04 4.98309852e+01 1.00153449e+00
3.57500487e-03 9.96437730e-01 1.54468656e+01 1.54386640e+04 5.02911185e+01 1.00154873e+00
3.60810061e-03 9.96404871e-01 1.55897538e+01 1.58710763e+04 5.07554897e+01 1.00156311e+00
3.64150273e-03 9.96371710e-01 1.57339627e+01 1.63155966e+04 5.12241375e+01 1.00157762e+00
3.67521408e-03 9.96338244e-01 1.58795045e+01 1.67725638e+04 5.16971011e+01 1.00159227e+00
3.70923750e-03 9.96304470e-01 1.60263915e+01 1.72423262e+04 5.21744201e+01 1.00160705e+00
3.74357590e-03 9.96270386e-01 1.61746362e+01 1.77252419e+04 5.26561343e+01 1.00162197e+00
3.77823219e-03 9.96235989e-01 1.63242509e+01 1.82216792e+04 5.31422841e+01 1.00163703e+00
3.81320932e-03 9.96201276e-01 1.64752485e+01 1.87320164e+04 5.36329099e+01 1.00165223e+00
3.84851024e-03 9.96166244e-01 1.66276416e+01 1.92566427e+04 5.41280529e+01 1.00166757e+00
3.88413796e-03 9.96130890e-01 1.67814431e+01 1.97959579e+04 5.46277543e+01 1.00168306e+00
3.92009551e-03 9.96095212e-01 1.69366660e+01 2.03503733e+04 5.51320559e+01 1.00169869e+00
3.95638594e-03 9.96059205e-01 1.70933235e+01 2.09203113e+04 5.56409998e+01 1.00171446e+00
3.99301232e-03 9.96022868e-01 1.72514287e+01 2.15062064e+04 5.61546285e+01 1.00173038e+00
4.02997778e-03 9.95986198e-01 1.74109950e+01 2.21085052e+04 5.66729849e+01 1.00174645e+00
4.06728544e-03 9.95949190e-01 1.75720359e+01 2.27276669e+04 5.71961122e+01 1.00176267e+00
4.10493848e-03 9.95911843e-01 1.77345650e+01 2.33641633e+04 5.77240540e+01 1.00177904e+00
4.14294010e-03 9.95874153e-01 1.78985961e+01 2.40184795e+04 5.82568545e+01 1.00179556e+00
4.18129352e-03 9.95836117e-01 1.80641429e+01 2.46911143e+04 5.87945581e+01 1.00181224e+00
4.22000200e-03 9.95797732e-01 1.82312195e+01 2.53825803e+04 5.93372095e+01 1.00182907e+00
4.25906882e-03 9.95758994e-01 1.83998399e+01 2.60934044e+04 5.98848541e+01 1.00184606e+00
4.29849730e-03 9.95719901e-01 1.85700185e+01 2.68241284e+04 6.04375376e+01 1.00186321e+00
4.33829079e-03 9.95680449e-01 1.87417696e+01 2.75753092e+04 6.09953059e+01 1.00188052e+00
4.37845268e-03 9.95640635e-01 1.89151076e+01 2.83475192e+04 6.15582057e+01 1.00189798e+00
4.41898636e-03 9.95600455e-01 1.90900472e+01 2.91413468e+04 6.21262837e+01 1.00191562e+00
4.45989529e-03 9.95559907e-01 1.92666033e+01 2.99573970e+04 6.26995873e+01 1.00193341e+00
4.50118293e-03 9.95518987e-01 1.94447906e+01 3.07962916e+04 6.32781643e+01 1.00195137e+00
4.54285280e-03 9.95477691e-01 1.96246243e+01 3.16586698e+04 6.38620629e+01 1.00196950e+00
4.58490842e-03 9.95436017e-01 1.98061195e+01 3.25451887e+04 6.44513317e+01 1.00198780e+00
4.62735337e-03 9.95393960e-01 1.99892915e+01 3.34565237e+04 6.50460197e+01 1.00200627e+00
4.67019127e-03 9.95351518e-01 2.01741558e+01 3.43933693e+04 6.56461765e+01 1.00202491e+00
4.71342573e-03 9.95308686e-01 2.03607281e+01 3.53564392e+04 6.62518520e+01 1.00204372e+00
4.75706044e-03 9.95265462e-01 2.05490239e+01 3.63464671e+04 6.68630966e+01 1.00206271e+00
4.80109910e-03 9.95221841e-01 2.07390593e+01 3.73642073e+04 6.74799612e+01 1.00208188e+00
4.84554545e-03 9.95177821e-01 2.09308503e+01 3.84104350e+04 6.81024970e+01 1.00210123e+00
4.89040326e-03 9.95133396e-01 2.11244131e+01 3.94859474e+04 6.87307559e+01 1.00212075e+00
4.93567635e-03 9.95088565e-01 2.13197639e+01 4.05915638e+04 6.93647901e+01 1.00214046e+00
4.98136855e-03 9.95043322e-01 2.15169193e+01 4.17281262e+04 7.00046522e+01 1.00216036e+00
5.02748375e-03 9.94997665e-01 2.17158959e+01 4.28965005e+04 7.06503956e+01 1.00218043e+00
5.07402586e-03 9.94951590e-01 2.19167105e+01 4.40975766e+04 7.13020737e+01 1.00220070e+00
5.12099884e-03 9.94905092e-01 2.21193801e+01 4.53322694e+04 7.19597409e+01 1.00222115e+00
5.16840667e-03 9.94858168e-01 2.23239216e+01 4.66015193e+04 7.26234516e+01 1.00224180e+00
5.21625338e-03 9.94810815e-01 2.25303525e+01 4.79062930e+04 7.32932611e+01 1.00226264e+00
5.26454304e-03 9.94763027e-01 2.27386900e+01 4.92475841e+04 7.39692249e+01 1.00228367e+00
5.31327973e-03 9.94714802e-01 2.29489518e+01 5.06264143e+04 7.46513992e+01 1.00230490e+00
5.36246761e-03 9.94666135e-01 2.31611555e+01 5.20438335e+04 7.53398405e+01 1.00232632e+00
5.41211085e-03 9.94617022e-01 2.33753192e+01 5.35009211e+04 7.60346060e+01 1.00234795e+00
5.46221366e-03 9.94567460e-01 2.35914608e+01 5.49987869e+04 7.67357534e+01 1.00236978e+00
5.51278030e-03 9.94517444e-01 2.38095986e+01 5.65385712e+04 7.74433408e+01 1.00239181e+00
5.56381507e-03 9.94466970e-01 2.40297509e+01 5.81214467e+04 7.81574268e+01 1.00241405e+00
5.61532229e-03 9.94416033e-01 2.42519363e+01 5.97486185e+04 7.88780707e+01 1.00243650e+00
5.66730634e-03 9.94364631e-01 2.44761736e+01 6.14213256e+04 7.96053322e+01 1.00245915e+00
5.71977163e-03 9.94312758e-01 2.47024817e+01 6.31408415e+04 8.03392716e+01 1.00248202e+00
5.77272262e-03 9.94260410e-01 2.49308795e+01 6.49084755e+04 8.10799496e+01 1.00250510e+00
5.82616381e-03 9.94207584e-01 2.51613864e+01 6.67255731e+04 8.18274277e+01 1.00252840e+00
5.88009973e-03 9.94154274e-01 2.53940219e+01 6.85935178e+04 8.25817677e+01 1.00255191e+00
5.93453497e-03 9.94100476e-01 2.56288054e+01 7.05137316e+04 8.33430321e+01 1.00257565e+00
5.98947414e-03 9.94046186e-01 2.58657568e+01 7.24876762e+04 8.41112839e+01 1.00259960e+00
6.04492192e-03 9.93991400e-01 2.61048960e+01 7.45168541e+04 8.48865866e+01 1.00262378e+00
6.10088300e-03 9.93936112e-01 2.63462432e+01 7.66028100e+04 8.56690045e+01 1.00264819e+00
6.15736214e-03 9.93880319e-01 2.65898188e+01 7.87471316e+04 8.64586021e+01 1.00267282e+00
6.21436415e-03 9.93824016e-01 2.68356432e+01 8.09514509e+04 8.72554450e+01 1.00269768e+00
6.27189385e-03 9.93767198e-01 2.70837372e+01 8.32174456e+04 8.80595988e+01 1.00272278e+00
6.32995613e-03 9.93709860e-01 2.73341216e+01 8.55468403e+04 8.88711300e+01 1.00274811e+00
6.38855593e-03 9.93651999e-01 2.75868175e+01 8.79414078e+04 8.96901058e+01 1.00277368e+00
6.44769822e-03 9.93593608e-01 2.78418462e+01 9.04029703e+04 9.05165938e+01 1.00279949e+00
6.50738802e-03 9.93534684e-01 2.80992292e+01 9.29334009e+04 9.13506622e+01 1.00282553e+00
6.56763040e-03 9.93475222e-01 2.83589882e+01 9.55346253e+04 9.21923799e+01 1.00285182e+00
6.62843047e-03 9.93415216e-01 2.86211450e+01 9.82086226e+04 9.30418164e+01 1.00287836e+00
6.68979341e-03 9.93354663e-01 2.88857217e+01 1.00957427e+05 9.38990417e+01 1.00290515e+00
6.75172441e-03 9.93293556e-01 2.91527405e+01 1.03783131e+05 9.47641267e+01 1.00293218e+00
6.81422875e-03 9.93231891e-01 2.94222240e+01 1.06687884e+05 9.56371426e+01 1.00295947e+00
6.87731172e-03 9.93169663e-01 2.96941948e+01 1.09673895e+05 9.65181615e+01 1.00298702e+00
6.94097868e-03 9.93106866e-01 2.99686758e+01 1.12743437e+05 9.74072559e+01 1.00301482e+00
7.00523504e-03 9.93043497e-01 3.02456901e+01 1.15898844e+05 9.83044992e+01 1.00304288e+00
7.07008626e-03 9.92979549e-01 3.05252610e+01 1.19142516e+05 9.92099652e+01 1.00307121e+00
7.13553784e-03 9.92915017e-01 3.08074121e+01 1.22476922e+05 1.00123729e+02 1.00309980e+00
7.20159534e-03 9.92849897e-01 3.10921670e+01 1.25904596e+05 1.01045865e+02 1.00312865e+00
7.26826437e-03 9.92784182e-01 3.13795498e+01 1.29428147e+05 1.01976449e+02 1.00315778e+00
7.33555059e-03 9.92717868e-01 3.16695845e+01 1.33050253e+05 1.02915559e+02 1.00318718e+00
7.40345971e-03 9.92650949e-01 3.19622956e+01 1.36773671e+05 1.03863270e+02 1.00321686e+00
7.47199751e-03 9.92583419e-01 3.22577078e+01 1.40601230e+05 1.04819663e+02 1.00324681e+00
7.54116980e-03 9.92515274e-01 3.25558458e+01 1.44535842e+05 1.05784814e+02 1.00327705e+00
7.61098245e-03 9.92446507e-01 3.28567347e+01 1.48580498e+05 1.06758803e+02 1.00330756e+00
7.68144139e-03 9.92377113e-01 3.31603998e+01 1.52738275e+05 1.07741710e+02 1.00333837e+00
7.75255261e-03 9.92307087e-01 3.34668666e+01 1.57012333e+05 1.08733617e+02 1.00336946e+00
7.82432215e-03 9.92236423e-01 3.37761609e+01 1.61405922e+05 1.09734604e+02 1.00340084e+00
7.89675610e-03 9.92165114e-01 3.40883088e+01 1.65922382e+05 1.10744754e+02 1.00343252e+00
7.96986060e-03 9.92093156e-01 3.44033363e+01 1.70565147e+05 1.11764149e+02 1.00346449e+00
8.04364187e-03 9.92020542e-01 3.47212701e+01 1.75337746e+05 1.12792874e+02 1.00349677e+00
8.11810618e-03 9.91947267e-01 3.50421368e+01 1.80243807e+05 1.13831012e+02 1.00352934e+00
8.19325984e-03 9.91873324e-01 3.53659633e+01 1.85287059e+05 1.14878649e+02 1.00356222e+00
8.26910924e-03 9.91798708e-01 3.56927770e+01 1.90471334e+05 1.15935870e+02 1.00359541e+00
8.34566082e-03 9.91723413e-01 3.60226051e+01 1.95800575e+05 1.17002762e+02 1.00362891e+00
8.42292108e-03 9.91647432e-01 3.63554755e+01 2.01278830e+05 1.18079414e+02 1.00366273e+00
8.50089657e-03 9.91570760e-01 3.66914161e+01 2.06910262e+05 1.19165911e+02 1.00369686e+00
8.57959393e-03 9.91493389e-01 3.70304551e+01 2.12699152e+05 1.20262345e+02 1.00373131e+00
8.65901983e-03 9.91415315e-01 3.73726210e+01 2.18649897e+05 1.21368804e+02 1.00376609e+00
8.73918102e-03 9.91336531e-01 3.77179424e+01 2.24767020e+05 1.22485378e+02 1.00380119e+00
8.82008431e-03 9.91257029e-01 3.80664484e+01 2.31055168e+05 1.23612160e+02 1.00383662e+00
8.90173656e-03 9.91176805e-01 3.84181683e+01 2.37519118e+05 1.24749241e+02 1.00387239e+00
8.98414471e-03 9.91095851e-01 3.87731315e+01 2.44163782e+05 1.25896715e+02 1.00390849e+00
9.06731575e-03 9.91014162e-01 3.91313678e+01 2.50994206e+05 1.27054674e+02 1.00394492e+00
9.15125675e-03 9.90931729e-01 3.94929074e+01 2.58015579e+05 1.28223214e+02 1.00398170e+00
9.23597484e-03 9.90848548e-01 3.98577805e+01 2.65233235e+05 1.29402429e+02 1.00401883e+00
9.32147722e-03 9.90764610e-01 4.02260177e+01 2.72652655e+05 1.30592417e+02 1.00405630e+00
9.40777113e-03 9.90679910e-01 4.05976500e+01 2.80279474e+05 1.31793274e+02 1.00409413e+00
9.49486391e-03 9.90594441e-01 4.09727084e+01 2.88119485e+05 1.33005098e+02 1.00413231e+00
9.58276296e-03 9.90508195e-01 4.13512246e+01 2.96178640e+05 1.34227987e+02 1.00417085e+00
9.67147573e-03 9.90421166e-01 4.17332301e+01 3.04463061e+05 1.35462042e+02 1.00420975e+00
9.76100977e-03 9.90333347e-01 4.21187570e+01 3.12979036e+05 1.36707363e+02 1.00424902e+00
9.85137267e-03 9.90244730e-01 4.25078377e+01 3.21733032e+05 1.37964051e+02 1.00428866e+00
9.94257211e-03 9.90155309e-01 4.29005048e+01 3.30731695e+05 1.39232209e+02 1.00432867e+00
1.00346158e-02 9.90065077e-01 4.32967911e+01 3.39981856e+05 1.40511939e+02 1.00436905e+00
1.01275116e-02 9.89974027e-01 4.36967299e+01 3.49490537e+05 1.41803346e+02 1.00440982e+00
1.02212675e-02 9.89882150e-01 4.41003547e+01 3.59264956e+05 1.43106535e+02 1.00445097e+00
1.03158912e-02 9.89789440e-01 4.45076993e+01 3.69312532e+05 1.44421612e+02 1.00449250e+00
1.04113909e-02 9.89695889e-01 4.49187978e+01 3.79640890e+05 1.45748682e+02 1.00453443e+00
1.05077748e-02 9.89601490e-01 4.53336847e+01 3.90257868e+05 1.47087855e+02 1.00457675e+00
1.06050509e-02 9.89506236e-01 4.57523947e+01 4.01171524e+05 1.48439239e+02 1.00461947e+00
